Gene symbol	Gene name	Accession DB	Accession ID
ACT2	actin related gene 2		109789
ACT3	actin related gene 3		104113
ACT5	actin related gene 5		109790
ACT6	actin related gene 6		109777
ACT7	actin related gene 7		109751
ACTA1	"actin alpha 1, skeletal muscle"		58
ACTA1-RS1	"actin, alpha 1, skeletal muscle related sequence 1"		108246
ACTA2	"actin alpha 2, smooth muscle"		59
ACTB	actin beta		60
ACTBL2	actin beta like 2		345651
ACTB-PS1	"actin, beta, pseudogene 1"		667113
ACTB-RS1	"actin, beta, cytoplasmic, related sequence 1"		110758
ACTC1	actin alpha cardiac muscle 1		70
ACTD1	activity-distance traveled 1		114776
ACTD2	activity-distance traveled 2		114777
ACTD3	activity-distance traveled 3		114778
ACTD4	activity-distance traveled 4		114779
ACTE1	"actin, epsilon 1"		102636989
ACTG1	actin gamma 1		71
ACTG2	"actin gamma 2, smooth muscle"		72
ACTG-PS1	"actin, gamma, pseudogene 1"		621269
ACTG-PS2	"actin, gamma, pseudogene 2"		108167
ACTL10	actin like 10		170487
ACTL11	actin-like 11		67722
ACTL6A	actin like 6A		86
ACTL6B	actin like 6B		51412
ACTL7A	actin like 7A		10881
ACTL7B	actin like 7B		10880
ACTL9	actin like 9		284382
ACTN1	actinin alpha 1		87
ACTN2	actinin alpha 2		88
ACTN2-RS1	"actinin alpha 2, related sequence 1"		107694
ACTN3	actinin alpha 3 (gene/pseudogene)		89
ACTN4	actinin alpha 4		81
ACTR10	actin related protein 10		55860
ACTR1A	actin related protein 1A		10121
ACTR1B	actin related protein 1B		10120
ACTR2	actin related protein 2		10097
ACTR3	actin related protein 3		10096
ACTR3B	actin related protein 3B		57180
ACTR3-PS	"actin related protein 3, pseudogene"		667799
ACTR5	actin related protein 5		79913
ACTR6	actin related protein 6		64431
ACTR8	actin related protein 8		93973
ACTRE1	activity response to ethanol 1		117074
ACTRE2	activity response to ethanol 2		117075
ACTRE3	activity response to ethanol 3		117076
ACTRE4	activity response to ethanol 4		117077
ACTRE5	activity response to ethanol 5		100035703
ACTRE6	activity response to ethanol 6		100036389
ACTRT1	actin related protein T1		139741
ACTRT2	actin related protein T2		140625
ACTRT3	actin related protein T3		84517
ACTVTY1	activity 1		116815
ACTVTY2	activity 2		116814
ACVR1	activin A receptor type 1		90
ACVR1B	activin A receptor type 1B		91
ACVR1C	activin A receptor type 1C		130399
ACVR2A	activin A receptor type 2A		92
ACVR2B	activin A receptor type 2B		93
ACVRL1	activin A receptor like type 1		94
ACY1	aminoacylase 1		95
ACY3	aminoacylase 3		91703
ACYP1	acylphosphatase 1		97
ACYP2	acylphosphatase 2		98
AD	adult obesity and diabetes		104253
ADA	adenosine deaminase		100
ADAD1	adenosine deaminase domain containing 1		132612
ADAD2	adenosine deaminase domain containing 2		161931
ADAL	adenosine deaminase like		161823
ADAM10	ADAM metallopeptidase domain 10		102
ADAM11	ADAM metallopeptidase domain 11		4185
ADAM12	ADAM metallopeptidase domain 12		8038
ADAM15	ADAM metallopeptidase domain 15		8751
ADAM17	ADAM metallopeptidase domain 17		6868
ADAM18	ADAM metallopeptidase domain 18		8749
ADAM19	ADAM metallopeptidase domain 19		8728
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)		8759
ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)		100420505
ADAM2	ADAM metallopeptidase domain 2		2515
ADAM20	ADAM metallopeptidase domain 20		8748
ADAM21	ADAM metallopeptidase domain 21		8747
ADAM22	ADAM metallopeptidase domain 22		53616
ADAM23	ADAM metallopeptidase domain 23		8745
ADAM24	a disintegrin and metallopeptidase domain 24 (testase 1)		13526
ADAM25	a disintegrin and metallopeptidase domain 25 (testase 2)		23793
ADAM26A	a disintegrin and metallopeptidase domain 26A (testase 3)		13525
ADAM26B	a disintegrin and metallopeptidase domain 26B		382007
ADAM28	ADAM metallopeptidase domain 28		10863
ADAM29	ADAM metallopeptidase domain 29		11086
ADAM3	a disintegrin and metallopeptidase domain 3 (cyritestin)		11497
ADAM30	ADAM metallopeptidase domain 30		11085
ADAM32	ADAM metallopeptidase domain 32		203102
ADAM33	ADAM metallopeptidase domain 33		80332
ADAM34	a disintegrin and metallopeptidase domain 34		252866
ADAM34L	a disintegrin and metallopeptidase domain 34 like		384813
ADAM39	a disintegrin and metallopeptidase domain 39		546055
ADAM4	a disintegrin and metallopeptidase domain 4		11498
ADAM5	ADAM metallopeptidase domain 5 (pseudogene)		255926
ADAM6	ADAM metallopeptidase domain 6 (pseudogene)		8755
ADAM6A	a disintegrin and metallopeptidase domain 6A		238406
ADAM6B	a disintegrin and metallopeptidase domain 6B		238405
ADAM7	ADAM metallopeptidase domain 7		8756
ADAM8	ADAM metallopeptidase domain 8		101
ADAM9	ADAM metallopeptidase domain 9		8754
ADAMDEC1	ADAM like decysin 1		27299
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		9510
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		81794
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12		81792
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13		11093
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14		140766
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15		170689
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		170690
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		170691
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18		170692
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		171019
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		9509
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		80070
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		9508
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		9507
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		11096
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		11174
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		11173
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		11095
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		56999
ADAMTSL1	ADAMTS like 1		92949
ADAMTSL2	ADAMTS like 2		9719
ADAMTSL3	ADAMTS like 3		57188
ADAMTSL4	ADAMTS like 4		54507
ADAMTSL5	ADAMTS like 5		339366
ADAP1	ArfGAP with dual PH domains 1		11033
ADAP2	ArfGAP with dual PH domains 2		55803
ADAP2OS	"ArfGAP with dual PH domains 2, opposite strand"		105242792
ADAR	adenosine deaminase RNA specific		103
ADARB1	adenosine deaminase RNA specific B1		104
ADARB2	adenosine deaminase RNA specific B2 (inactive)		105
ADAT1	adenosine deaminase tRNA specific 1		23536
ADAT2	adenosine deaminase tRNA specific 2		134637
ADAT3	adenosine deaminase tRNA specific 3		113179
ADAZ1	anti-dsDNA antibody production in NZM 1		117013
ADBG1	adult body growth 1		100035841
ADCK1	aarF domain containing kinase 1		57143
ADCK2	aarF domain containing kinase 2		90956
ADCK3	aarF domain containing kinase 3		100525602
ADCK5	aarF domain containing kinase 5		203054
ADCY1	adenylate cyclase 1		107
ADCY10	adenylate cyclase 10		55811
ADCY2	adenylate cyclase 2		108
ADCY3	adenylate cyclase 3		109
ADCY4	adenylate cyclase 4		196883
ADCY5	adenylate cyclase 5		111
ADCY6	adenylate cyclase 6		112
ADCY7	adenylate cyclase 7		113
ADCY8	adenylate cyclase 8		114
ADCY9	adenylate cyclase 9		115
ADCYAP1	adenylate cyclase activating polypeptide 1		116
ADCYAP1R1	ADCYAP receptor type I		117
ADD1	adducin 1		118
ADD2	adducin 2		119
ADD3	adducin 3		120
ADFP-PS	"adipose differentiation related protein, pseudogene"		110852
ADGB	androglobin		79747
ADGRA1	adhesion G protein-coupled receptor A1		84435
ADGRA2	adhesion G protein-coupled receptor A2		25960
ADGRA3	adhesion G protein-coupled receptor A3		166647
ADGRB1	adhesion G protein-coupled receptor B1		575
ADGRB2	adhesion G protein-coupled receptor B2		576
ADGRB3	adhesion G protein-coupled receptor B3		577
ADGRD1	adhesion G protein-coupled receptor D1		283383
ADGRD2-PS	"adhesion G protein-coupled receptor D2, pseudogene"		674251
ADGRE1	adhesion G protein-coupled receptor E1		2015
ADGRE4	adhesion G protein-coupled receptor E4		52614
ADGRE5	adhesion G protein-coupled receptor E5		976
ADGRF1	adhesion G protein-coupled receptor F1		266977
ADGRF2	adhesion G protein-coupled receptor F2		222611
ADGRF3	adhesion G protein-coupled receptor F3		165082
ADGRF4	adhesion G protein-coupled receptor F4		221393
ADGRF5	adhesion G protein-coupled receptor F5		221395
ADGRG1	adhesion G protein-coupled receptor G1		9289
ADGRG2	adhesion G protein-coupled receptor G2		10149
ADGRG3	adhesion G protein-coupled receptor G3		222487
ADGRG4	adhesion G protein-coupled receptor G4		139378
ADGRG5	adhesion G protein-coupled receptor G5		221188
ADGRG6	adhesion G protein-coupled receptor G6		57211
ADGRG7	adhesion G protein-coupled receptor G7		84873
ADGRL1	adhesion G protein-coupled receptor L1		22859
ADGRL2	adhesion G protein-coupled receptor L2		23266
ADGRL3	adhesion G protein-coupled receptor L3		23284
ADGRL4	adhesion G protein-coupled receptor L4		64123
ADGRV1	adhesion G protein-coupled receptor V1		84059
ADH1	alcohol dehydrogenase 1 (class I)		11522
ADH1C	"alcohol dehydrogenase 1C (class I), gamma polypeptide"		126
ADH1-PS	"alcohol dehydrogenase 1 (class I), pseudogene"		110991
ADH1-PS2	"alcohol dehydrogenase 1 (class I), pseudogene 2"		110997
ADH4	"alcohol dehydrogenase 4 (class II), pi polypeptide"		127
ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide"		128
ADH5-PS1	"alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1"		11533
ADH6A	alcohol dehydrogenase 6A (class V)		69117
ADH6B	alcohol dehydrogenase 6B (class V)		100417514
ADH6-PS1	"alcohol dehydrogenase 6 (class V), pseudogene 1"		639769
ADH7	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"		131
ADHFE1	alcohol dehydrogenase iron containing 1		137872
ADI1	acireductone dioxygenase 1		55256
ADIG	adipogenin		149685
ADIP1	adiposity 1		114337
ADIP10	adiposity 10		100035121
ADIP11	adiposity 11		100035122
ADIP12	adiposity 12		100035617
ADIP13	adiposity 13		100036088
ADIP14	adiposity 14		100035123
ADIP15	adiposity 15		100035872
ADIP16	adiposity 16		100035124
ADIP17	adiposity 17		100035873
ADIP18	adiposity 18		100035125
ADIP2	adiposity 2		114342
ADIP3	adiposity 3		114343
ADIP4	adiposity 4		114344
ADIP5	adiposity 5		114345
ADIP6	adiposity 6		114347
ADIP7	adiposity 7		114346
ADIP8	adiposity 8		114348
ADIP9	adiposity 9		100035729
ADIPOQ	"adiponectin, C1Q and collagen domain containing"		9370
ADIPOR	Adiponectin receptor		42656
ADIPOR1	adiponectin receptor 1		51094
ADIPOR2	adiponectin receptor 2		79602
ADK	adenosine kinase		132
ADM	adrenomedullin		133
ADM2	adrenomedullin 2		79924
ADNP	activity dependent neuroprotector homeobox		23394
ADNP2	ADNP homeobox 2		22850
ADO	2-aminoethanethiol dioxygenase		84890
ADORA1	adenosine A1 receptor		134
ADORA2A	adenosine A2a receptor		135
ADORA2B	adenosine A2b receptor		136
ADORA3	adenosine A3 receptor		140
ADPGK	ADP dependent glucokinase		83440
ADPRH	ADP-ribosylarginine hydrolase		141
ADPRHL1	ADP-ribosylhydrolase like 1		113622
ADPRHL2	ADP-ribosylhydrolase like 2		100206
ADPRM	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"		56985
ADRA1A	adrenoceptor alpha 1A		148
ADRA1B	adrenoceptor alpha 1B		147
ADRA1D	adrenoceptor alpha 1D		146
ADRA2A	adrenoceptor alpha 2A		150
ADRA2B	adrenoceptor alpha 2B		151
ADRA2C	adrenoceptor alpha 2C		152
ADRB1	adrenoceptor beta 1		153
ADRB2	adrenoceptor beta 2		154
ADRB3	adrenoceptor beta 3		155
ADRE	age at disappearance of rooting response		107739
ADRM1	adhesion regulating molecule 1		11047
ADS1	anti dsDNA antibody 1		109859
ADS2	anti dsDNA antibody 2		104216
ADS3	anti dsDNA antibody 3		109860
ADS4	anti dsDNA antibody 4		104132
ADSL	adenylosuccinate lyase		158
ADSS	"adenylosuccinate synthetase, non muscle"		11566
ADSSL1	adenylosuccinate synthetase like 1		11565
ADTRP	androgen dependent TFPI regulating protein		84830
ADVH1	adenovirus induced hyperthyroidism 1		100036465
ADVH2	adenovirus induced hyperthyroidism 2		100036367
ADVH3	adenovirus induced hyperthyroidism 3		100035375
ADVH4	adenovirus induced hyperthyroidism 4		100035980
AEBP1	AE binding protein 1		165
AEBP2	AE binding protein 2		121536
AECP	vitamin A enhanced cleft palate		110202
AEM1	antierythrocyte autoantibody modifier 1		107710
AEM2	anti-erythrocyte autoantibody modifier 2		109480
AEM3	anti-erythrocyte autoantibody modifier 3		109484
AEN	apoptosis enhancing nuclease		64782
AES	amino-terminal enhancer of split		100858542
AEVM1	autoimmune extremity vasculitis in MRL mice 1		100036226
AEVM2	autoimmune extremity vasculitis in MRL mice 2		100034865
AEYO	age of eyelid opening		112089
AF007000	EST AF007000		50740
AF067061	cDNA sequence AF067061		236546
AF067063	cDNA sequence AF067063		380878
AF070003	expressed sequence AF070003		104748
AF179933	DNA sequence AF179933		171540
AF179935	DNA sequence AF179935		171536
AF179939	DNA sequence AF179939		171539
AF179942	DNA sequence AF179942		171541
AF179997	DNA sequence AF179997		171537
AF180007	DNA sequence AF180007		171535
AF180010	DNA sequence AF180010		171532
AF313042	cDNA sequence AF313042		79195
AF357341	snoRNA AF357341		115488055
AF357355	snoRNA AF357355		100303646
AF357359	snoRNA AF357359		100303647
AF357399	snoRNA AF357399		100302567
AF357425	snoRNA AF357425		449562
AF357426	snoRNA AF357426		449561
AF357428	snoRNA AF357428		115488057
AF366264	cDNA sequence AF366264		231201
AF426179	DNA sequence AF426179		360004
AFAP1	actin filament associated protein 1		60312
AFAP1L1	actin filament associated protein 1 like 1		134265
AFAP1L2	actin filament associated protein 1 like 2		84632
AFDN	"afadin, adherens junction formation factor"		4301
AFF1	AF4/FMR2 family member 1		4299
AFF2	AF4/FMR2 family member 2		2334
AFF3	AF4/FMR2 family member 3		3899
AFF4	AF4/FMR2 family member 4		27125
AFG1L	AFG1 like ATPase		246269
AFG3L1	AFG3-like AAA ATPase 1		114896
AFG3L2	AFG3 like matrix AAA peptidase subunit 2		10939
AFM	afamin		173
AFMID	arylformamidase		125061
AFP	alpha fetoprotein		174
AFPQ1	abdominal fat percent QTL 1		112178
AFPQ10	abdominal fat percent QTL 10		112227
AFPQ2	abdominal fat percent QTL 2		112177
AFPQ3	abdominal fat percent QTL 3		112176
AFPQ4	abdominal fat percent QTL 4		112197
AFPQ5	abdominal fat percent QTL 5		112187
AFPQ6	abdominal fat percent QTL 6		112203
AFPQ9	abdominal fat percent QTL 9		112188
AFR2	"alpha fetoprotein regulation 2, inducibility"		110685
AFT	abnormal feet and tail		109861
AFTEQ1	acute functional tolerance to ethanol QTL 1		100113369
AFTEQ2	acute functional tolerance to ethanol QTL 2		100113372
AFTPH	aftiphilin		54812
AFW1	abdominal fat weight QTL 1		112142
AFW10	abdominal fat weight QTL 10		112204
AFW11	abdominal fat weight QTL 11		112189
AFW2	abdominal fat weight QTL 2		112143
AFW3	abdominal fat weight QTL 3		112144
AFW4	abdominal fat weight QTL 4		112141
AFW5	abdominal fat weight QTL 5		112148
AFW6	abdominal fat weight QTL 6		112149
AFW7	abdominal fat weight QTL 7		112150
AFW8	abdominal fat weight QTL 8		112147
AFW9	abdominal fat weight QTL 9		112145
AG	agitans		11592
AGA	aspartylglucosaminidase		175
AGAP1	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"		116987
AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"		116986
AGAP3	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"		116988
AGBL1	ATP/GTP binding protein like 1		123624
AGBL2	ATP/GTP binding protein like 2		79841
AGBL3	ATP/GTP binding protein like 3		340351
AGBL4	ATP/GTP binding protein like 4		84871
AGBL5	ATP/GTP binding protein like 5		60509
AGER	advanced glycosylation end-product specific receptor		177
AGFG1	ArfGAP with FG repeats 1		3267
AGFG2	ArfGAP with FG repeats 2		3268
AGGF1	angiogenic factor with G-patch and FHA domains 1		55109
AGGR1	aggression 1		246106
AGGR2	aggression 2		246105
AGK	acylglycerol kinase		55750
AGL	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"		178
AGMAT	agmatinase		79814
AGMO	alkylglycerol monooxygenase		392636
AGNM1	autoimmune glomerulonephritis in MRL 1		100035170
AGNM2	autoimmune glomerulonephritis in MRL 2		100035894
AGNM3	autoimmune glomerulonephritis in MRL 3		100035171
AGO1	argonaute RISC component 1		26523
AGO2	argonaute RISC catalytic component 2		27161
AGO3	argonaute RISC catalytic component 3		192669
AGO4	argonaute RISC component 4		192670
AGP1	anti gp70 immune complex 1		110036
AGP2	anti gp70 immune complex 2		110037
AGP3	anti gp70 immune complex 3		110038
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1		10554
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2		10555
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3		56894
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4		56895
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5		55326
AGPAT9	1-acylglycerol-3-phosphate O-acyltransferase 9		102843911
AGPS	alkylglycerone phosphate synthase		8540
AGR2	"anterior gradient 2, protein disulphide isomerase family member"		10551
AGR3	"anterior gradient 3, protein disulphide isomerase family member"		155465
AGRN	agrin		375790
AGRP	agouti related neuropeptide		181
AGT	angiotensinogen		183
AGTPBP1	ATP/GTP binding protein 1		23287
AGTR1	angiotensin II receptor type 1		185
AGTR1A	"angiotensin II receptor, type 1a"		11607
AGTR1B	"angiotensin II receptor, type 1b"		11608
AGTR2	angiotensin II receptor type 2		186
AGTRAP	angiotensin II receptor associated protein		57085
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase		189
AGXT2	alanine--glyoxylate aminotransferase 2		64902
AGXT2L1	alanine--glyoxylate aminotransferase 2-like		105268103
AHCTF1	AT-hook containing transcription factor 1		25909
AHCY	adenosylhomocysteinase		191
AHCYL1	adenosylhomocysteinase like 1		10768
AHCYL2	adenosylhomocysteinase like 2		23382
AHCY-RS1	"S-adenosylhomocysteine hydrolase, related sequence 1"		110848
AHCY-RS2	"S-adenosylhomocysteine hydrolase, related sequence 2"		108035
AHDC1	AT-hook DNA binding motif containing 1		27245
AHI1	Abelson helper integration site 1		54806
AHL2	age related hearing loss 2		493036
AHL3	age related hearing loss 3		100036186
AHL6	age-related hearing loss 6		100035016
AHNAK	AHNAK nucleoprotein		79026
AHNAK2	AHNAK nucleoprotein 2		113146
AHR	aryl hydrocarbon receptor		196
AHRR	aryl-hydrocarbon receptor repressor		57491
AHSA1	activator of HSP90 ATPase activity 1		10598
AHSA2	"AHA1, activator of heat shock protein ATPase 2"		268390
AHSG	alpha 2-HS glycoprotein		197
AHSP	alpha hemoglobin stabilizing protein		51327
AIA1	autoimmune hemolytic anemia 1		110113
AIA2	autoimmune hemolytic anemia 2		107462
AIBL	adiposity index and body length		492944
AICDA	activation induced cytidine deaminase		57379
AIDA	"axin interactor, dorsalization associated"		64853
AIF1	allograft inflammatory factor 1		199
AIF1L	allograft inflammatory factor 1 like		83543
AIFM1	apoptosis inducing factor mitochondria associated 1		9131
AIFM2	apoptosis inducing factor mitochondria associated 2		84883
AIFM3	apoptosis inducing factor mitochondria associated 3		150209
AIG1	androgen induced 1		51390
AIM1	absent in melanoma 1		421783
AIM2	absent in melanoma 2		9447
AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1		9255
AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2		7965
AIP	aryl hydrocarbon receptor interacting protein		9049
AIPL1	aryl hydrocarbon receptor interacting protein like 1		23746
AIR	Acute insulin response (2)		7808
AIR1	activator of immune response gene Ir1		107676
AIRE	autoimmune regulator		326
AIRN	antisense of IGF2R non-protein coding RNA		100271873
AJAP1	adherens junctions associated protein 1		55966
AJM1	apical junction component 1 homolog		389813
AJUBA	ajuba LIM protein		84962
AK1	adenylate kinase 1		203
AK157302	cDNA sequence AK157302		432732
AK2	adenylate kinase 2		204
AK3	adenylate kinase 3		50808
AK3L2-PS	"adenylate kinase 3-like 2, pseudogene"		635960
AK4	adenylate kinase 4		205
AK5	adenylate kinase 5		26289
